DATE DE CLASSEMENT,DATE DE PUBLICATION DE L'ETABLISSEMENT,TYPOLOGIE ÉTABLISSEMENT,CLASSEMENT,CATEGORIE,MENTION (villages de vacances),NOM COMMERCIAL,ADRESSE,CODE POSTAL,COMMUNE,TÉLÉPHONE,COURRIEL,SITE INTERNET,TYPE DE SÉJOUR,CAPACITÉ D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,NOMBRE D'EMPLACEMENTS,NOMBRE D'UNITES D'HABITATION  (résidences de tourisme),NOMBRE D'UNITES D'HABITATION (villages de vacances),NOMBRE DE LOGEMENTS,,,,,,,,,,,,,,,,,,,,,,,
09/11/2016,09/11/2016,CAMPING,4 �toiles,Tourisme,-,CAMPING LES ULEZES, ROUTE DE ROMANS,26260,SAINT-DONAT-SUR-L'HERBASSE,475478320,contact@domaine-des-ulezes.com,http://www.camping-des-ulezes.fr,-,-,-,85,-,-,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2017,17/05/2017,CAMPING,4 �toiles,Tourisme,-,CAMPING ESPACE BLUE OC�AN,Avenue de la plage,40440,ONDRES,559453140,info@blue-ocean.fr,http://www.espaceblueocean.com,-,-,-,247,-,-,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2013,08/10/2013,CAMPING,5 �toiles,Tourisme,-,ATLANTIC CLUB DE MONTALIVET,Avenue de l'europe la r�ge,33930,VENDAYS-MONTALIVET,825002030,adjacm@village-center.fr,www.village-center.fr,-,-,-,842,-,-,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2014,02/06/2014,CAMPING,2 �toiles,Tourisme,-,CAMPING LE BONHOMME,Mulles,36400,N�RET,254314611,info@camping-lebonhomme.com,www.camping-lebonhomme.com,-,-,-,25,-,-,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2013,07/06/2013,CAMPING,3 �toiles,Tourisme,-,LE BIVOUAC DE JONAS,1 route de goule,18210,BESSAIS-LE-FROMENTAL,248608266,gregory.bignet@villagedegoule.com,http://www.village-de-goule.com/,-,-,-,58,-,-,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2012,17/10/2012,CAMPING,2 �toiles,Tourisme,-,CAMPING DES �CUREUILS,279 chemin des doux, LES BOSSONS,74400,CHAMONIX-MONT-BLANC,450538311,contact@campingdesecureuils.fr,http://www.campingdesecureuils.fr,-,-,-,39,-,-,,,,,,,,,,,,,,,,,,,,,,,
07/06/2017,07/06/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING LA PLAT�RE,ROUTE DE LA PLAT�RE,17690,ANGOULINS,546569416,contact@campingleschirats.fr,www.campingleschirats.fr,-,-,-,70,-,-,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2016,01/07/2016,CAMPING,3 �toiles,Tourisme,-,CAMPING LA CHABOTI�RE,Place des tilleuls,72800,LUCH�-PRING�,243451000,contact@lachabotiere.com,http://www.lachabotiere.com/fr/,-,-,-,85,-,-,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2017,10/10/2017,CAMPING,2 �toiles,Tourisme,-,CAMPING DU GU� SAINT-L�ONARD ,818 rue Saint L�onard,53100,MAYENNE,243041937,info@valleedehautemayenne.fr,www.campingduguesaintleonard.fr,-,-,-,77,-,-,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2013,29/07/2013,CAMPING,5 �toiles,Tourisme,-,DOMAINE DE LA PAILLE BASSE,LA PAILLE BASSE,46200,SOUILLAC,565378548,info@lapaillebasse.com,http://www.lapaillebasse.com,-,-,-,288,-,-,,,,,,,,,,,,,,,,,,,,,,,,
05/08/2016,05/08/2016,CAMPING,3 �toiles,Loisirs,-,CAMPING L'�LE AUX OISEAUX,rue du pr� neuf,85340,L'�LE-D'OLONNE,251908996,contact@ile-aux-oiseaux.fr,http://www.ile-aux-oiseaux.fr,-,-,-,215,-,-,,,,,,,,,,,,,,,,,,,,,,,,
07/09/2017,07/09/2017,CAMPING,Aire naturelle,-,-,AIRE NATURELLE CAMPING LA CLAIRI�RE,La Clairi�re Montlaur,9000,L'HERM,561016512,camping.laclairiere@aliceadsl.fr,www.campinglaclairiere.fr,-,-,-,20,-,-,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2017,12/07/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING LE MOULIN DES ISCLES,chemin du moulin des iscles,83520,ROQUEBRUNE-SUR-ARGENS,494457074,moulin.iscles@wanadoo.fr,www.campingdesiscles.com,-,-,-,90,-,-,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2017,20/06/2017,CAMPING,4 �toiles,Tourisme,-,CAMPING DE LA CIT�,chemin Bernard D�licieux,11000,CARCASSONNE,468100100,juan.diez@carcassonne.fr,http://www.campingcitecarcassonne.com/,-,-,-,200,-,-,,,,,,,,,,,,,,,,,,,,,,,,
04/09/2017,04/09/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING DU VAL JOYEUX,Route De Bourgueil ,37330,CH�TEAU-LA-VALLI�RE,247240493,info@campingduvaljoyeux.fr,www.campingduvaljoyeux.fr,-,-,-,52,-,-,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2016,09/11/2016,CAMPING,3 �toiles,Tourisme,-,CAMPING CARAVANEIGE LES ACACIAS,191 rue L�onard de Vinci,88650,ANOULD,329571106,Contact@acaciascamp.com,http://www.acaciascamp.com,-,-,-,55,-,-,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2017,24/07/2017,CAMPING,2 �toiles,Loisirs,-,CAMPING DE LA CROIX L'ABB�,place de la croix l'abb�,80230,SAINT-VALERY-SUR-SOMME,322608146,campingdelacroixlabbe@gmail.com,campingdelacroixlabbe.fr,-,-,-,176,-,-,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,10/10/2016,CAMPING,2 �toiles,Tourisme,-,CAMPING PR� BANDAZ,150 route du camping,74500,SAINT-PAUL-EN-CHABLAIS,450753942,contact@campingprebandaz.com,http://www.campingprebandaz.com,-,-,-,40,-,-,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2017,06/07/2017,CAMPING,5 �toiles,Tourisme,-,FLOWER CAMPING DE L'ILE D'OFFARD,rue de verden,49400,SAUMUR,241403000,iledoffard@flowercampings.com,http://www.saumur-camping.com,-,-,-,250,-,-,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2016,15/06/2016,CAMPING,2 �toiles,Loisirs,-,CAMPING LE VAL OMBR�,166 ROUTE DE BOISLEREY,50610,JULLOUVILLE,233619203,campinglevalombre@sfr.fr,-,-,-,-,48,-,-,,,,,,,,,,,,,,,,,,,,,,,,
25/09/2017,25/09/2017,CAMPING,3 �toiles,Loisirs,-,CAMPING LES PEUPLIERS,21 la besnelais,35190,TINT�NIAC,299454975,contact@domainelespeupliers.fr,www.domainelespeupliers.fr,-,-,-,91,-,-,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2017,17/07/2017,CAMPING,2 �toiles,Tourisme,-,CAMPING AU PR� DE L��TANG,L'Elemi�re,85150,SAINTE-FOY,251208065,camping.aupredeletang@gmail.com,www.camping-aupredeletang.com,-,-,-,36,-,-,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2017,04/05/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING LES LAVANDES,Le Village,7170,DARBRES,475942065,sarl.leslavandes@free.fr,http://www.les-lavandes-darbres.com,-,-,-,73,-,-,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2013,13/02/2013,CAMPING,2 �toiles,Tourisme,-,CAMPING LE RIEU,174 chemin du Payrollet,34340,MARSEILLAN,467219258,lerieu@wanadoo.fr,www.campinglerieu.fr,-,-,-,43,-,-,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2016,19/08/2016,CAMPING,3 �toiles,Tourisme,-,CAMPING LE PIGEONNIER,lieu-dit LA VALADE,24590,SAINT-CR�PIN-ET-CARLUCET,553289262,info@lepigeonnier24.com,http://www.lepigeonnier24.com,-,-,-,102,-,-,,,,,,,,,,,,,,,,,,,,,,,,
08/01/2013,08/01/2013,CAMPING,2 �toiles,Loisirs,-,CAMPING LA CONDAMINE,le grand logis la condamine,26620,LUS-LA-CROIX-HAUTE,492585086,camping.condamine@orange.fr,www.camping-la-condamine.fr,-,-,-,30,-,-,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2016,24/10/2016,CAMPING,4 �toiles,Tourisme,-,CAMPING LES CAPUCINES,Voie Romaine,22300,TR�DREZ-LOCQU�MEAU,296357228,les.capucines@wanadoo.fr,http://lescapucines.fr,-,-,-,114,-,-,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2017,10/07/2017,CAMPING,4 �toiles,Tourisme,-,CAMPING L'HIRONDELLE,Bois de Saint-Ferr�ol,26410,MENGLON,475218208,contact@campinghirondelle.com,http://www.campinghirondelle.com,-,-,-,180,-,-,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2017,09/01/2017,CAMPING,3 �toiles,Loisirs,-,CAMPING LE CLOS DU PIN,Le clos du Pin,74450,LE GRAND-BORNAND,450022761,contact@le-clos-du-pin.com,http://www.le-clos-du-pin.com,-,-,-,61,-,-,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2012,15/10/2012,CAMPING,3 �toiles,Loisirs,-,CAMPING LES AULNES,114 RUE ESGRANGES,62650,BEZINGHEM,321909388,campinglesaulnes@orange.fr,http://campinglesaulnes.com,-,-,-,74,-,-,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2013,24/07/2013,CAMPING,3 �toiles,Tourisme,-,LES MICOCOULIERS,route de palau del vidre,66690,SOR�DE,468892027,info@camping-les-micocouliers.com,http://www.camping-les-micocouliers.com/,-,-,-,192,-,-,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2017,21/06/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING LA BELLE �TOILE,lestrade,19430,REYGADE,555285008,campingbelle-etoile@orange.fr,https://www.campingbelle-etoile.fr/,-,-,-,29,-,-,,,,,,,,,,,,,,,,,,,,,,,,
30/10/2013,30/10/2013,CAMPING,2 �toiles,Tourisme,-,CAMPING FONT DE MERLE,Le Fraissinet,30110,BRANOUX-LES-TAILLADES,466606322,contact@camping-fontdemerle.com,www.camping-fontdemerle.com,-,-,-,65,-,-,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2016,14/10/2016,CAMPING,4 �toiles,Tourisme,-,CAMPING HUTTOPIA GORGES DU VERDON,quartier de chasteuil,4120,CASTELLANE,492836364,gorgesduverdon@camping-indigo.com,http://camping-gorgesduverdon.com,-,-,-,235,-,-,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2012,17/10/2012,CAMPING,1 �toile,Tourisme,-,CAMPING MUNICIPAL LA GAMBIONNE,Route d'Uz�s,30630,GOUDARGUES,466822069,mairie.goudargues@wanadoo.fr,-,-,-,-,33,-,-,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2016,17/06/2016,CAMPING,5 �toiles,Tourisme,-,CAMPING LA PLAGE FLEURIE,les mazes,7150,VALLON-PONT-D'ARC,475880115,info@laplagefleurie.com,http://www.laplagefleurie.com,-,-,-,299,-,-,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2012,10/12/2012,CAMPING,3 �toiles,Tourisme,-,CAMPING DU PONT VERT ,rue de la piscine,71360,�PINAC,386379683,contact@aquadis-loisirs.com,http://www.aquadis-loisirs.com/camping-du-pont-vert/,-,-,-,81,-,-,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2017,18/07/2017,CAMPING,5 �toiles,Tourisme,-,CAMPING L'�TOILE D'ARGENS,121 chemin des �tangs,83370,SAINT AYGULF,494810141,info@etoiledargens.com,http://www.etoiledargens.com,-,-,-,493,-,-,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2013,07/08/2013,CAMPING,4 �toiles,Tourisme,-,CAMPING PYR�N�VASION,ROUTE DE LUZ ARDIDEN,65120,SAZOS,562929154,camping-pyrenevasion@wanadoo.fr,http://www.campingpyrenevasion.com,-,-,-,99,-,-,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2017,26/06/2017,CAMPING,1 �toile,Tourisme,-,CAMPING LES PRUNETTES,Place de la Mairie,81640,MONESTI�S,563761917,monesties@wanadoo.fr,http://www.tourisme-monesties.fr/-Ou-dormir-.html,-,-,-,22,-,-,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2017,14/09/2017,CAMPING,3 �toiles,Tourisme,-,LE PETIT BOIS,route de cassouneyre,15320,RUYNES-EN-MARGERIDE,473936000,contact@revea-vacances.com,http://www.revea-camping.fr/fr/camping-le-petit-bois.html,-,-,-,111,-,-,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2017,29/05/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING AZU'RIVAGE,720 route des campings,40140,AZUR,558483072,info@campingazurivage.com,http://www.campingazurivage.com,-,-,-,330,-,-,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2017,20/04/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING LE BERNIER,56 rue de la cormorane,44770,LA PLAINE-SUR-MER,240210431,camping.lebernier@orange.fr,www.camping-lebernier.fr,-,-,-,41,-,-,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2016,08/06/2016,CAMPING,3 �toiles,Loisirs,-,CAMPING COULEUR NATURE,6 rue du stade,38630,LES AVENI�RES,474339292,camping@lesavenieres.fr,http://www.camping-couleur-nature.fr/,-,-,-,58,-,-,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2017,10/07/2017,CAMPING,4 �toiles,Tourisme,-,CAMPING ANTIOCHE,chemin des clumasses,17580,LE BOIS-PLAGE-EN-R�,251560878,contacts@camping-apv.com,http://www.camping-apv.com/fr/nos-destinations/camping-poitou-charentes/charente-maritime/ile-de-re/antioche,-,-,-,137,-,-,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2012,11/10/2012,CAMPING,4 �toiles,Loisirs,-,CAMPING DE LA MUR�E,35 rue catherine de cl�ves ,8230,BOURG-FID�LE,324542445,campingdelamuree@wanadoo.fr,www.campingdelamuree.com,-,-,-,23,-,-,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2013,29/07/2013,CAMPING,2 �toiles,Tourisme,-,CAMPING LE GRAND PR�,16 Route de Vicq,86260,SAINT-PIERRE-DE-MAILL�,05.49.48.60.19,saint-pierre-de-maille@cg86.fr,www.saint-pierre-de-maille.fr,-,-,-,83,-,-,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2016,25/10/2016,CAMPING,2 �toiles,Tourisme,-,CAMPING TERRE D'ENTENTE,Lieu dit de La Croix Rouge,49160,SAINT-MARTIN-DE-LA-PLACE,972303172,contact@terre-dentente.fr,http://terre-dentente.fr/fr,-,-,-,79,-,-,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2017,26/07/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING DU MOULIN VERT,pratulo,29270,CL�DEN-POHER,298938205,contact@a-pratulo.com,http://www.a-pratulo.com,-,-,-,45,-,-,,,,,,,,,,,,,,,,,,,,,,,,
20/10/2014,20/10/2014,CAMPING,3 �toiles,Tourisme,-,CAMPING LA FERME RIOLA,5309 Route de Sclos,6390,CONTES,493790302,contact@campinglafermeriola.com,www.campinglafermeriola.com,-,-,-,50,-,-,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2016,28/06/2016,CAMPING,Aire naturelle,-,-,AIRE NATURELLE HOUN DE L'OR,440 Route de Saubion,40150,ANGRESSE,680261597,camp.armelle@yahoo.fr,-,-,-,-,8,-,-,,,,,,,,,,,,,,,,,,,,,,,,
27/09/2017,27/09/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING LES BERGES DU DOUX,4640 Route Du Doux,7410,COLOMBIER-LE-VIEUX,475067910,accueil@camping-lesbergesdudoux.com,http://www.camping-lesbergesdudoux.com,-,-,-,42,-,-,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2012,15/10/2012,CAMPING,2 �toiles,Tourisme,-,CAMPING MUNICIPAL DE CLAIREFONTAINE,5 rue Alfred Rossel,50340,SIOUVILLE-HAGUE,233524273,camping.siouville@orange.fr,-,-,-,-,94,-,-,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2013,19/08/2013,CAMPING,3 �toiles,Loisirs,-,CAMPING POLDER ET VACANCES,14 rue saint antoine,59122,LES MO�RES,616996125,polder.vacances@wanadoo.fr,http://www.polder-vacances.com,-,-,-,24,-,-,,,,,,,,,,,,,,,,,,,,,,,,
06/09/2016,06/09/2016,CAMPING,4 �toiles,Tourisme,-,DOMAINE DE GAJAN,651 rue du pie bouquet,34160,BOISSERON,466809430,info@campingdomainedegajan.com,http://www.campingdomainedegajan.com,-,-,-,115,-,-,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2017,28/06/2017,CAMPING,3 �toiles,Loisirs,-,CAMPING LA CLAPAR�DE,Route de Nant,12230,SAINT-JEAN-DU-BRUEL,565622341,contact@laclaparede.com,http://www.laclaparede.com,-,-,-,52,-,-,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2017,01/08/2017,CAMPING,4 �toiles,Tourisme,-,CAMPING LES SABLINES,chemin des montilles,34350,VENDRES,467374036,sablines@homair.com,https://www.homair.com/camping/les-sablines,-,-,-,184,-,-,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2012,06/11/2012,CAMPING,2 �toiles,Loisirs,-,CAMPING LA CAV�E VERTE,rue d'eu,80460,AULT,322604877,campinglacaveeverte@orange.fr,-,-,-,-,100,-,-,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2016,15/06/2016,CAMPING,4 �toiles,Tourisme,-,CAMPING VITAMIN',865 RUE DES VERTUS,76550,SAINT-AUBIN-SUR-SCIE,235821111,camping.vitamin@wanadoo.fr,http://www.camping-vitamin.com,-,-,-,204,-,-,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2013,01/07/2013,CAMPING,5 �toiles,Tourisme,-,DOMAINE DE CHAMP�,14 rue des champs Navets,88540,BUSSANG,329616151,info@domaine-de-champe.com,www.domaine-de-champe.com,-,-,-,110,-,-,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2016,02/11/2016,CAMPING,3 �toiles,Tourisme,-,CAMPING MUNICIPAL DE LOUPIAN,route de m�ze,34140,LOUPIAN,467435767,camping@loupian.fr,www.loupian.fr,-,-,-,100,-,-,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2017,24/03/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING LE ROQUELONGUE,Roquelongue,12300,BOISSE-PENCHOT,565633967,info@camping-roquelongue.com,www.camping-roquelongue.com,-,-,-,66,-,-,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2014,28/05/2014,CAMPING,2 �toiles,Tourisme,-,CAMPING DE L'OUV�ZE,chemin de pampelonne,7000,SAINT-JULIEN-EN-SAINT-ALBAN,04 75 64 38 45,yves.pourchaire@orange.fr,-,-,-,-,5,-,-,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2017,10/07/2017,CAMPING,1 �toile,Tourisme,-,CAMPING BELLEVUE,20 Rue du Clos Biren,56190,AMBON,297411435,alecadre@orange.fr,http://www.bellevue-camping-ambon.fr,-,-,-,23,-,-,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2016,30/06/2016,CAMPING,3 �toiles,Tourisme,-,CAMPING BEL AIR,BEL AIR ROUTE DE PORTE,63230,SAINT-OURS,473887214,contact@campingbelair.fr,http://www.campingbelair.fr,-,-,-,68,-,-,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017,12/05/2017,CAMPING,3 �toiles,Loisirs,-,CAMPING DU HAMEAU DES NEIGES,262 route des neiges,59229,T�TEGHEM,328685045,joel.luchier@orange.fr,http://www.camping-hameaudesneiges.fr/,-,-,-,100,-,-,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2017,20/07/2017,CAMPING,2 �toiles,Tourisme,-,CAMPING ESPACE HERMELINE,Avenue du Plan d'eau,87230,BUSSI�RE-GALANT,555788612,accueil@espace-hermeline.com,http://www.espace-hermeline.com,-,-,-,25,-,-,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2016,23/09/2016,CAMPING,4 �toiles,Tourisme,-,CAMPING LES AMANDIERS,20 RUE DES STADES CLOS DE MANSET,30660,GALLARGUES-LE-MONTUEUX,466352802,camping-lesamandiers@orange.fr,http://www.camping-lesamandiers.fr,-,-,-,150,-,-,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2017,29/06/2017,CAMPING,2 �toiles,Tourisme,-,CAMPING LE DOMAINE D'ESPERBASQUE,Chemin de Lagisquet,64270,SALIES-DE-B�ARN,559382104,info@esperbasque.com,www.esperbasque.com,-,-,-,100,-,-,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2013,31/05/2013,CAMPING,2 �toiles,Tourisme,-,CAMPING MUNICIPAL L'OR�E DU BOIS,2 all�e des sports,64370,ARTHEZ-DE-B�ARN,559677656,mairie.arthez@orange.fr,www.camping-arthez.com,-,-,-,43,-,-,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2017,21/09/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING MUNICIPAL SAINT-POINT-LAC,8 Rue Du Port,25160,SAINT-POINT-LAC,381696164,camping-saintpointlac@orange.fr,www.camping-saintpointlac.fr,-,-,-,87,-,-,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2016,24/10/2016,CAMPING,2 �toiles,Tourisme,-,CAMPING LA BAIE DU KERNIC,Rue Pen an Theven,29430,PLOUESCAT,298698660,dirbaiedekernic@tohapi.fr,http://www.tohapi.fr/bretagne/camping-mer-baie-kernic.php,-,-,-,205,-,-,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2017,26/04/2017,CAMPING,1 �toile,Loisirs,-,CAMPING DES 4 CE,9 Bis all�e des Vanneaux,33470,GUJAN-MESTRAS,566661166,nibua.claude@orange.fr,http://www.campingfrance.com/recherchez-votre-camping/aquitaine/gironde/gujan-mestras/camping-des-4-ce,-,-,-,100,-,-,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2017,11/07/2017,CAMPING,2 �toiles,Tourisme,-,CAMPING MUNICIPAL LALANNE,19 rue des foug�res,65170,SAINT-LARY-SOULAN,562394158,camping.stlary@wanadoo.fr,http://www.saintlary-vacances.com/camping,-,-,-,77,-,-,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2017,04/10/2017,CAMPING,2 �toiles,Tourisme,-,CAMPING INTERCOMMUNAL LA TOURELLE,Le Pont des Vall�es gare de Moncontour,22150,PL�MY,296735065,camping.moncontour@lamballe-terre-mer.bzh,http://www.camping-moncontour.fr,-,-,-,44,-,-,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2016,01/08/2016,CAMPING,2 �toiles,Loisirs,-,CAMPING MAYA,650 CHEMIN D'AGUERRIA ,64500,SAINT-JEAN-DE-LUZ,559265491,campingmaya@aol.com,http://www.campingmaya-stjeandeluz.fr,-,-,-,70,-,-,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2012,05/11/2012,CAMPING,2 �toiles,Tourisme,-,CAMPING DE SAVEL,Savel,38350,MAYRES-SAVEL,476811479,contact@camping-savel.com,www.camping-savel.com,-,-,-,156,-,-,,,,,,,,,,,,,,,,,,,,,,,,
04/09/2017,04/09/2017,CAMPING,2 �toiles,Tourisme,-,CAMPING LES MAGNANAS,Les Magnanas,24220,V�ZAC,553295179,contact@sarlat-camping.com,http://sarlat-camping.com,-,-,-,67,-,-,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2016,09/11/2016,CAMPING,3 �toiles,Tourisme,-,CAMP�OLE LE DRAMONT,986 BOULEVARD DE LA 36�ME DIVISION DU TEXAS,83700,SAINT-RAPHA�L,494820768,jerome.maroto@atciat.com,http://www.campeole.com,-,-,-,369,-,-,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2017,17/05/2017,CAMPING,2 �toiles,Loisirs,-,CAMPING DE L'�PY,1321 rue Auguste Biblocq,62155,MERLIMONT,321947415,syslogepy@orange.fr,http://www.campingdelepy.fr/,-,-,-,180,-,-,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2013,21/05/2013,CAMPING,3 �toiles,Tourisme,-,CAMPING DES ILLETTES,Route de Pavant,2310,CHARLY-SUR-MARNE,323821211,mairie.charly@wanadoo.fr,http://www.charly-sur-marne.fr/,-,-,-,40,-,-,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2013,01/07/2013,CAMPING,2 �toiles,Tourisme,-,CAMPING MUNICIPAL DE PORS�VIGN�,porztevinie,29810,PLOUARZEL,621076823,camping.plouarzel@orange.fr,www.tourismeplouarzel.fr,-,-,-,100,-,-,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2016,11/07/2016,CAMPING,3 �toiles,Tourisme,-,CAMPING LA CASCADE,Salvinsac,48150,MEYRUEIS,466454545,contact@camping-la-cascade.com,http://www.camping-la-cascade.com,-,-,-,54,-,-,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2016,26/10/2016,CAMPING,4 �toiles,Tourisme,-,CAMPING LES PEUPLIERS,Avenue des anneaux du Roussillon,66140,CANET-EN-ROUSSILLON,468803587,contact@camping-les-peupliers.fr,http://camping-les-peupliers.fr,-,-,-,237,-,-,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2015,28/09/2015,CAMPING,2 �toiles,Tourisme,-,CAMPING LE FAUCON D'OR,Quartier Salquier,82800,MONTRICOUX,563241479,faucondor@hotmail.fr,http://www.faucondor.com,-,-,-,50,-,-,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2016,03/10/2016,CAMPING,2 �toiles,Tourisme,-,LE VERDILL�,Le Verdill�,42430,SAINT-JUST-EN-CHEVALET,477650062,st-just-en-chevalet.mairie@wanadoo.fr,http://st-just-en-chevalet.com/Camping.htm,-,-,-,62,-,-,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2017,02/06/2017,CAMPING,2 �toiles,Loisirs,-,CAMPING MAGUIDE,870 chemin de maguide,40600,BISCARROSSE,558098190,campingmaguide@wanadoo.fr,http://www.camping-maguide.com,-,-,-,231,-,-,,,,,,,,,,,,,,,,,,,,,,,,
06/12/2012,06/12/2012,CAMPING,3 �toiles,Loisirs,-,CAMPING DOMAINE BEAUS�JOUR,camping domaine beaus�jour la brosse,38390,LA BALME-LES-GROTTES,474906747,campingdomainebeausejour@wanadoo.fr,www.campingdomainebeausejour.com,-,-,-,79,-,-,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2013,24/07/2013,CAMPING,3 �toiles,Tourisme,-,CAMPING DES P�CHEURS,9 CHEMIN DE LA PLAGE,39130,PONT-DE-POITTE,384483133,contact@camping-pecheurs.com,www.camping-pecheurs.com,-,-,-,163,-,-,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2017,21/06/2017,CAMPING,2 �toiles,Tourisme,-,CAMPING GCU GRUISSAN,LES AYGUADES,11430,GRUISSAN,147639863,gruissan1101@gcuf.fr,http://www.gcu.asso.fr/terrains/gruissan-aude-11,-,-,-,188,-,-,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2015,15/09/2015,CAMPING,3 �toiles,Tourisme,-,CAMPING PARENTH�SES IMAGINAIRES,Fontaine de cardissou,24470,MILHAC-DE-NONTRON,610036704,reservation@parentheses-imaginaires.com,http://parentheses-imaginaires.com/,-,-,-,30,-,-,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2017,19/05/2017,CAMPING,3 �toiles,Tourisme,-,CAMPING CARAVANING MARIUS,7 route de la saulce la couronne,13500,MARTIGUES,442807029,contact@camping-marius.com,http://www.camping-marius.com/,-,-,-,101,-,-,,,,,,,,,,,,,,,,,,,,,,,,
